mag_X,mag_Y,mag_Z,ADC1_CH1,ADC1_CH2,ADC1_CH3,ADC1_CH4,ADC1_CH5,ADC1_CH6
-68.4962,47.0329,113.1075,0,0,0,0,0,0
-62.0691,43.5019,113.2601,0,0,0,0,0,0
-58.8159,45.2476,112.3445,0,0,0,0,0,0
-59.8871,48.8579,112.726,0,0,0,0,0,0
-57.0306,53.4997,112.8786,0,0,0,0,0,0
-59.4903,54.1741,112.8023,0,0,0,0,0,0
-71.2734,50.6035,112.4208,0,0,0,0,0,0
-60.1251,50.6035,119.3637,0,0,0,0,0,0
-62.2278,53.7377,119.44,0,0,0,0,0,0
-63.6164,54.4121,120.8896,0,0,0,0,0,0
-60.5615,46.6758,136.2249,1.05,0.52,0.05,0.13,0.08,0.49
-60.2045,44.4938,133.4783,0.54,1.04,0,0.14,0.09,0.4
-58.1018,45.2476,128.748,0.01,0.12,0.92,0.18,0.12,0.89
-58.4588,49.2149,136.2249,0.13,1.29,0.12,0.04,0.12,0.26
-59.2126,49.8894,136.6064,1.38,0.13,0.06,0.16,0.05,0.35
-59.2126,48.4611,134.165,0.09,1.15,0.39,0.03,0.12,0.39
-61.355,48.4611,130.5791,0,0.05,0.25,0.76,0.05,0.91
-59.9268,50.2861,131.342,0.4,0.03,0.13,0.96,0.04,0.66
-59.9268,51.0002,128.9006,0.03,0.26,0.85,0,0.06,0.91
-61.355,50.2861,135.5383,0.63,1.09,0,0.05,0.08,0.22
-62.4262,50.2861,128.9769,0.01,0.09,0.79,0.25,0.05,0.94
-63.18,53.8567,137.1405,1.2,0,0.06,0.57,0.04,0.22
-62.7832,52.0714,134.2412,0.16,1.19,0,0.03,0.08,0.44
-63.8544,50.6432,130.2739,0,0.06,0.48,0.78,0.04,0.76
-63.537,51.754,129.2058,0.06,0.97,0.34,0.01,0.06,0.63
-63.537,52.0714,132.2576,0,0.04,0.21,1.13,0.03,0.53
-63.18,52.4285,137.0642,1.32,0.41,0.03,0.08,0.05,0.14
-57.9034,49.6513,117.9904,0,0,0,0,0,0
-61.4343,53.579,119.3637,0,0,0,0,0,0
-61.4343,53.579,117.38,0,0,0,0,0,0
-67.5044,54.6899,118.3719,0,0,0,0,0,0
-69.2897,51.754,118.2956,0,0,0,0,0,0
-70.7179,49.9687,117.0748,0,0,0,0,0,0
-71.0353,48.2231,117.38,0,0,0,0,0,0
-67.5044,47.1122,116.2356,0,0,0,0,0,0
-67.5044,44.6525,115.7015,0,0,0,0,0,0
-66.3935,44.6525,115.7015,0,0,0,0,0,0
-63.8941,44.9302,116.3882,0,0,0,0,0,0
-62.4659,42.4704,116.3119,0,0,0,0,0,0
-61.7517,47.1122,115.0912,0,0,0,0,0,0
-58.8952,45.684,115.3964,0,0,0,0,0,0
-61.7517,49.6117,116.083,0,0,0,0,0,0
-58.8952,50.3258,116.3882,0,0,0,0,0,0
-60.3235,51.397,116.0067,0,0,0,0,0,0
-61.7517,54.2535,116.5408,0,0,0,0,0,0
-62.7832,55.9594,116.4645,0,0,0,0,0,0
-65.6397,54.2535,116.3882,0,0,0,0,0,0
-67.7424,56.7132,116.3882,0,0,0,0,0,0
-68.1392,56.3561,116.6171,0,0,0,0,0,0
-69.1707,53.8567,115.7778,0,0,0,0,0,0
-71.3527,52.0714,116.083,0,0,0,0,0,0
-69.5674,49.8894,114.8623,0,0,0,0,0,0
-72.0272,47.4296,114.786,0,0,0,0,0,0
-66.6316,47.0329,114.023,0,0,0,0,0,0
-66.6316,44.2161,114.6334,0,0,0,0,0,0
-65.2033,46.3188,114.2519,0,0,0,0,0,0
-60.9186,44.5731,112.2683,0,0,0,0,0,0
-60.9186,45.6443,113.2601,0,0,0,0,0,0
-60.9186,45.6443,114.7097,0,0,0,0,0,0
-57.0306,49.1752,113.489,0,0,0,0,0,0
-59.4903,50.6035,114.2519,0,0,0,0,0,0
-59.4903,53.0632,115.2438,0,0,0,0,0,0
-60.2045,54.8486,114.023,0,0,0,0,0,0
-63.7354,56.2768,113.9467,0,0,0,0,0,0
-66.949,56.5942,113.0312,0,0,0,0,0,0
-69.8054,53.7377,113.3364,0,0,0,0,0,0
-70.1625,53.0632,113.5653,0,0,0,0,0,0
-71.5511,50.2068,113.7942,0,0,0,0,0,0
-70.837,50.2068,114.0993,0,0,0,0,0,0
-68.0201,47.6677,112.5734,0,0,0,0,0,0
-68.2979,44.4938,112.8786,0,0,0,0,0,0
-61.9104,45.2079,112.726,0,0,0,0,0,0
-61.9104,46.6361,112.9549,0,0,0,0,0,0
-62.6246,55.1263,112.5734,0,0,0,0,0,0
-68.1392,47.7867,116.4645,0,0,0,0,0,0
-67.0283,47.0329,114.8623,0,0,0,0,0,0
-65.6001,47.0329,115.8541,0,0,0,0,0,0
-62.3468,45.2476,114.3282,0,0,0,0,0,0
-60.9186,47.4296,114.9386,0,0,0,0,0,0
-58.8159,47.0329,115.4726,0,0,0,0,0,0
-60.5615,49.8894,115.3964,0,0,0,0,0,0
-60.5615,51.9921,116.4645,0,0,0,0,0,0
-60.9186,51.3176,116.0067,0,0,0,0,0,0
-62.6642,55.9197,116.6934,0,0,0,0,0,0
-64.4495,53.817,116.5408,0,0,0,0,0,0
-65.5207,53.0632,115.0149,0,0,0,0,0,0
-68.7343,55.5627,116.083,0,0,0,0,0,0
-67.6234,53.0632,115.9304,0,0,0,0,0,0
-70.1625,50.6035,114.4045,0,0,0,0,0,0
-70.4799,53.3806,116.083,0,0,0,0,0,0
-68.0201,49.8497,114.9386,0,0,0,0,0,0
-68.6946,49.0959,116.0067,0,0,0,0,0,0
-67.6234,48.7785,114.7097,0,0,0,0,0,0
-65.4414,45.565,114.7097,0,0,0,0,0,0
-64.0528,46.2394,113.5653,0,0,0,0,0,0
-62.3072,45.2079,114.1756,0,0,0,0,0,0
-61.9104,45.2079,114.4045,0,0,0,0,0,0
-60.7996,48.3421,115.3964,0,0,0,0,0,0
-59.3713,48.7388,114.3282,0,0,0,0,0,0
-61.8708,50.5241,113.7942,0,0,0,0,0,0
-60.7996,53.698,115.9304,0,0,0,0,0,0
-62.9023,52.6268,114.4045,0,0,0,0,0,0
-65.4414,56.1578,115.0149,0,0,0,0,0,0
-66.1555,54.4121,115.3201,0,0,0,0,0,0
-67.5837,52.2698,116.0067,0,0,0,0,0,0
-69.012,54.7295,115.4726,0,0,0,0,0,0
-69.012,52.9442,114.7097,0,0,0,0,0,0
-70.3609,50.8415,114.3282,0,0,0,0,0,0
-70.3609,51.873,114.1756,0,0,0,0,0,0
-67.5044,47.985,113.0312,0,0,0,0,0,0
-63.6164,45.4856,113.489,0,0,0,0,0,0
-61.117,48.3024,113.9467,0,0,0,0,0,0
-61.0773,50.7622,114.5571,0,0,0,0,0,0
-61.7914,52.8649,114.7097,0,0,0,0,0,0
-69.5674,52.5078,113.7179,0,0,0,0,0,0
-70.5989,54.2931,114.6334,0,0,0,0,0,0
-68.8533,49.6513,113.7942,0,0,0,0,0,0
-62.0691,46.7552,127.6799,0.06,1.31,0.36,0,0.05,0.04
-63.8544,47.0329,129.8924,1.4,0.21,0,0.05,0.17,0.03
-61.6724,47.0329,125.9251,0.03,0.89,1,0,0.03,0.03
-60.6409,46.7552,127.2984,1.02,0.71,0,0.01,0.16,0.03
-60.9979,48.1834,124.3992,0,0.21,1.58,0,0,0.06
-61.355,47.7867,128.1376,0.7,0,0.01,1.1,0,0.03
-59.2126,48.4611,128.1376,0.28,1.27,0,0,0.13,0.01
-60.6409,47.7867,124.0177,0,0.01,1.31,0.54,0,0.16
-60.2441,49.6117,127.7562,1.32,0,0,0.57,0.06,0.03
-58.4985,49.2149,126.3066,0.03,1.31,0.3,0,0.05,0.01
-60.6409,50.2861,124.094,0,0,0.72,1.05,0,0.19
-59.5697,51.7144,123.7125,0,0.82,1.02,0,0,0.13
-60.9979,53.8567,128.1376,0.97,0.72,0,0,0.17,0
-62.0691,51.397,121.8814,0,0.18,1.45,0,0,0.26
-62.0691,52.0714,126.3828,0.48,1.16,0,0,0.01,0.04
-64.8859,51.397,122.034,0,0,1.32,0.39,0,0.28
-65.6397,51.0002,123.0259,0,1.24,0.25,0,0,0.23
-66.7109,51.397,122.3392,0,0,0.63,1.11,0,0.13
-66.0365,50.6432,120.5081,0,0.82,0.85,0,0,0.31
-61.9898,51.635,116.6934,0,0,0,0,0,0
-67.6234,55.1659,117.5326,0,0,0,0,0,0
-64.7669,54.4915,117.0748,0,0,0,0,0,0
-68.2979,53.7377,116.1593,0,0,0,0,0,0
-67.2663,54.4121,116.4645,0,0,0,0,0,0
-68.2979,49.453,116.083,0,0,0,0,0,0
-68.2979,50.5241,115.1675,0,0,0,0,0,0
-66.5126,47.3106,115.5489,0,0,0,0,0,0
-66.8696,46.6361,115.7778,0,0,0,0,0,0
-65.4414,47.6677,115.7015,0,0,0,0,0,0
-64.7272,45.8824,114.9386,0,0,0,0,0,0
-64.4099,46.9139,115.1675,0,0,0,0,0,0
-60.4425,46.5568,115.3964,0,0,0,0,0,0
-61.1963,50.1671,116.3882,0,0,0,0,0,0
-60.0855,49.7704,115.9304,0,0,0,0,0,0
-62.2278,50.8415,115.8541,0,0,0,0,0,0
-62.9023,51.873,116.846,0,0,0,0,0,0
-63.6164,52.9442,116.3882,0,0,0,0,0,0
-64.7272,53.698,115.6252,0,0,0,0,0,0
-65.0446,55.404,116.2356,0,0,0,0,0,0
-66.4332,54.7295,116.9223,0,0,0,0,0,0
-70.0038,53.698,115.7015,0,0,0,0,0,0
-68.5756,52.9442,115.6252,0,0,0,0,0,0
-69.6071,48.3024,115.1675,0,0,0,0,0,0
-68.9326,48.6595,115.5489,0,0,0,0,0,0
-67.5044,47.2313,115.0912,0,0,0,0,0,0
-67.1473,46.4775,115.7015,0,0,0,0,0,0
-64.9653,46.4775,116.3119,0,0,0,0,0,0
-63.2197,46.8742,115.0912,0,0,0,0,0,0
-63.2197,45.803,114.7097,0,0,0,0,0,0
-60.0061,46.8742,115.7015,0,0,0,0,0,0
-61.4343,47.5486,115.3201,0,0,0,0,0,0
-61.4343,49.7307,115.5489,0,0,0,0,0,0
-59.649,50.7622,115.7778,0,0,0,0,0,0
-62.7832,51.0796,115.3964,0,0,0,0,0,0
-63.18,53.9361,116.083,0,0,0,0,0,0
-63.537,52.5078,116.6934,0,0,0,0,0,0
-65.2827,52.5078,116.5408,0,0,0,0,0,0
-67.068,56.7926,116.1593,0,0,0,0,0,0
-69.1707,54.6105,116.3882,0,0,0,0,0,0
-70.2419,53.1823,115.6252,0,0,0,0,0,0
-67.3854,53.579,116.2356,0,0,0,0,0,0
-69.1707,50.7225,115.8541,0,0,0,0,0,0
-70.2419,51.0796,117.1511,0,0,0,0,0,0
-66.3142,47.866,116.0067,0,0,0,0,0,0
-67.3854,45.7633,114.8623,0,0,0,0,0,0
-62.4262,45.7633,116.083,0,0,0,0,0,0
-64.1718,48.5405,115.7015,0,0,0,0,0,0
-61.3153,48.2231,115.1675,0,0,0,0,0,0
-62.3468,52.0714,116.6934,0,0,0,0,0,0
-65.8778,53.4997,117.2274,0,0,0,0,0,0
-69.4087,54.1741,116.6171,0,0,0,0,0,0
-67.306,48.8579,116.7697,0,0,0,0,0,0
0.0198,0.0198,0.0381,0.03,0.17,1.37,0.08,0.19,0.45
-71.5908,52.5872,108.3772,0.74,0.06,0.04,1.04,0.21,0.22
0.0198,0.0198,0.0381,0.06,0.03,1.1,0.69,0.21,0.32
-65.2827,48.6595,106.2409,1.32,0.08,0.05,0.23,0.19,0.4
-62.7832,47.628,104.181,0.03,1,0.7,0.06,0.19,0.36
-64.6082,49.0166,103.8758,0.06,0.04,0.45,1.11,0.19,0.44
-60.3632,51.873,106.6224,1.27,0.43,0.08,0.04,0.21,0.35
-63.537,53.9757,102.2736,0.03,0.52,1.1,0.08,0.18,0.52
-66.3142,54.3725,105.7069,0.41,0.05,0.05,1.18,0.21,0.38
-68.1392,56.8322,101.4343,0.04,0.04,1.16,0.36,0.19,0.61
0.0198,0.0198,0.0381,1.07,0.08,0.05,0.84,0.21,0.27
0.0198,0.0198,0.0381,0.05,0.05,0.84,0.84,0.21,0.43
-69.9245,52.6268,106.6987,1.31,0.09,0.05,0.04,0.21,0.45
-69.1707,48.3421,100.9766,0.03,0.75,0.79,0.05,0.21,0.58
0.0198,0.0198,0.0381,0.08,0.04,0.16,1.23,0.23,0.44
0.0198,0.0198,0.0381,0.93,0.66,0.06,0.04,0.23,0.52
-62.8626,48.0247,100.1373,0.04,0.34,1.22,0.08,0.23,0.56
-64.2908,50.8415,102.884,0.57,0.05,0.06,0.97,0.26,0.53
-63.6164,54.0551,99.9084,0.04,0.04,1.01,0.45,0.26,0.69
-63.8941,59.3317,106.1646,1.22,0.06,0.08,0.44,0.28,0.43
-65.7191,54.4121,102.8077,0.03,0.97,0.32,0.05,0.26,0.67
0.0198,0.0198,0.0381,0.05,0.05,0.54,0.93,0.27,0.6
-69.6071,57.229,106.6224,1.28,0.16,0.09,0.05,0.28,0.49
-72.1065,53.3806,100.2136,0.04,0.56,0.79,0.05,0.27,0.79
-72.1065,52.6268,104.0284,0.21,0.06,0.08,1.19,0.28,0.45
-66.4332,57.2686,101.7395,0.05,0.05,0.19,0.98,0.28,0.72
0.0198,0.0198,0.0381,0.44,0.08,0.09,1.05,0.28,0.52
-65.9571,52.4285,128.9769,0.49,0,0.03,1.18,0.38,0.03
-65.6397,54.1741,129.4347,0.97,0,0,0.67,0.48,0.01
-68.1392,51.3176,125.3147,0,0,0.91,0.98,0.09,0.03
-65.6397,52.0714,128.2902,1.33,0.06,0,0.03,0.4,0.01
-67.7424,48.4611,126.9169,0,0,0.08,1.4,0.25,0.01
-63.4577,47.4296,122.797,0,0.31,1.51,0,0,0.03
-65.9571,49.8894,126.4591,0.52,0,0,1.19,0.23,0.01
-64.5289,46.7552,122.797,0,0,1.4,0.45,0.03,0.01
-64.2115,49.2149,125.0095,1.26,0,0,0.43,0.16,0.01
-61.6724,46.7552,124.3229,0,1.23,0.47,0,0.06,0.01
-63.8544,47.7867,124.3229,0,0,0.58,1.2,0,0.04
-59.9268,46.3584,121.3474,0,0.78,1.07,0,0.03,0
-60.2441,49.2149,119.2111,0,0.12,1.55,0,0,0.08
-62.0691,50.6432,123.6362,0.74,0,0,1.04,0,0
-61.355,51.3176,118.0667,0,0,1.2,0.57,0,0.17
-63.8544,54.2535,123.331,1.29,0,0,0.5,0.16,0
-61.6724,49.6117,121.8051,0,1.27,0.3,0,0,0.06
-65.9571,51.7144,120.2792,0,0,0.63,1.1,0,0.12
-64.8859,54.1741,123.2547,1.36,0.14,0,0,0.17,0
-64.8859,52.7459,117.38,0,0.69,1.02,0,0,0.25
-67.068,54.2535,122.1866,0.08,0,0,1.4,0.01,0.03
-67.7424,48.1834,117.38,0,0,1.2,0.57,0,0.12
-60.9979,53.1426,118.9059,1.38,0,0,0.06,0,0.08
-66.7109,53.1426,117.4563,0,0,0.27,1.19,0,0.28
-67.7424,51.7144,117.0748,0.38,0,0,1.22,0,0.16
-66.0365,49.6117,115.7015,0.58,0.92,0,0,0,0.36
-68.4962,51.0002,111.2764,0,0,1.19,0.34,0,0.4
-59.9268,45.3269,113.1838,0.18,1.13,0,0,0,0.36
-61.355,47.4296,109.8268,0,0,0.91,0.49,0,0.54
-60.6409,49.6117,113.1838,1.23,0,0,0,0,0.41
-63.4577,51.7144,113.6416,0,0,0.18,0.47,0,0.28
-61.7517,53.4997,116.2356,0.17,0.03,0,0,0,0.04
-64.6082,51.7144,116.9986,0,0.01,0.03,0,0,0.03
-66.3935,53.8567,116.5408,0,0,0,0,0,0
-64.9653,54.2535,116.6171,0,0,0,0,0,0
-68.1392,51.754,116.3119,0,0,0,0,0,0
-68.4962,53.1823,117.38,0,0,0,0,0,0
-67.8218,51.0002,115.9304,0,0,0,0,0,0
-69.25,48.8579,115.5489,0,0,0,0,0,0
-66.0365,49.9687,115.1675,0,0,0,0,0,0
-66.0365,45.684,114.4045,0,0,0,0,0,0
-64.9653,46.0014,115.1675,0,0,0,0,0,0
-63.18,47.7867,114.0993,0,0,0,0,0,0
-62.1088,46.3584,114.786,0,0,0,0,0,0
-61.7517,48.8579,114.4045,0,0,0,0,0,0
-59.9268,47.7867,114.023,0,0,0,0,0,0
-60.3235,49.9687,114.4045,0,0,0,0,0,0
-61.355,51.397,114.4045,0,0,0,0,0,0
-64.8859,52.4285,115.0912,0,0,0,0,0,0
-65.2827,53.8567,115.0149,0,0,0,0,0,0
-64.2115,51.397,115.3201,0,0,0,0,0,0
-67.7424,53.8567,114.8623,0,0,0,0,0,0
-66.7109,52.4285,115.1675,0,0,0,0,0,0
-67.068,49.2149,114.7097,0,0,0,0,0,0
-64.1718,45.2476,113.4127,0,0,0,0,0,0
-63.2197,52.5872,116.1593,0,0,0,0,0,0
-66.3935,55.404,118.0667,0,0,0,0,0,0
-62.7832,45.0492,116.2356,0,0,0,0,0,0
-62.1088,48.6198,116.7697,0,0,0,0,0,0
-60.9979,47.5486,116.6934,0,0,0,0,0,0
-63.18,50.0084,116.0067,0,0,0,0,0,0
-60.9979,51.754,117.3037,0,0,0,0,0,0
-62.7832,50.7225,116.846,0,0,0,0,0,0
-68.0598,51.754,118.3719,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
-67.0283,46.4378,117.38,0,0,0,0,0,0
-64.4495,47.866,117.6089,0,0,0,0,0,0
-65.5207,47.7867,117.2274,0,0,0,0,0,0
-62.3468,48.5405,118.143,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
-61.9898,51.3176,117.38,0,0,0,0,0,0
-65.1637,53.1426,118.9822,0,0,0,0,0,0
-64.7669,53.1426,119.5163,0,0,0,0,0,0
-67.6234,51.9921,118.7533,0,0,0,0,0,0
-67.9408,50.6035,118.6007,0,0,0,0,0,0
-67.5837,48.1041,118.677,0,0,0,0,0,0
-65.8381,47.4296,119.2111,0,0,0,0,0,0
-69.2897,55.4833,105.2491,1.2,0.34,0.1,0.05,0.3,0.53
-71.7891,54.1344,103.2654,0.43,0.08,0.09,1.11,0.31,0.49
-66.1555,49.5323,104.4862,0.87,0.08,0.08,0.66,0.32,0.62
-61.9104,49.8894,105.7069,1.16,0.16,0.09,0.1,0.35,0.65
-69.369,47.7867,100.5188,0.08,0.08,0.44,0.89,0.38,0.72
-68.1392,53.1823,112.4971,0,0,0,0,0,0
-64.9653,46.3584,112.8786,0,0,0,0,0,0
-61.7517,45.6443,112.3445,0,0,0,0,0,0
-60.9979,49.6117,113.1075,0,0,0,0,0,0
-62.7832,50.6432,111.429,0,0,0,0,0,0
-62.4262,53.1426,112.8786,0,0,0,0,0,0
-65.6001,54.5708,112.726,0,0,0,0,0,0
-68.8136,54.5708,112.6497,0,0,0,0,0,0
-69.4087,56.2768,106.3172,1.14,0.19,0.1,0.08,0.34,0.67
-68.0201,47.4693,101.6632,0.62,0.69,0.09,0.06,0.34,0.85
-64.8463,48.5405,103.4943,0.83,0.06,0.09,0.67,0.35,0.78
-61.6724,53.4997,106.4698,1.13,0.08,0.1,0.16,0.38,0.69
-70.5592,52.8252,101.6632,0.48,0.71,0.1,0.06,0.35,0.91
-69.4881,49.9687,106.6987,0.94,0.08,0.09,0.43,0.34,0.75
0.0198,0.0198,0.0381,0.93,0.38,0.08,0.09,0.3,0.79
-64.5289,50.0084,102.5025,0.34,0.05,0.12,0.84,0.27,0.84
-62.4262,55.6817,106.0883,0.67,0.69,0.08,0.08,0.27,0.71
-65.2827,53.9361,100.4425,0.04,0.09,0.79,0.18,0.25,1
-67.068,57.8241,106.8513,0.88,0.05,0.1,0.6,0.25,0.63
-70.2815,53.579,102.8077,0.03,0.08,0.52,0.74,0.22,0.8
-68.8533,54.9676,108.9113,1.11,0.05,0.08,0.1,0.25,0.66
-69.9245,50.4051,101.5106,0.08,0.63,0.48,0.04,0.22,0.97
-70.5989,50.4051,104.4099,0.04,0.06,0.23,1.01,0.23,0.69
-67.068,50.4051,107.6143,0.85,0.47,0.05,0.1,0.25,0.83
-65.6397,46.8742,103.418,0.06,0.26,0.98,0.04,0.25,0.84
-65.3223,46.1204,104.5624,0.57,0.04,0.14,0.79,0.27,0.76
-61.6724,49.8894,120.3555,0,0,0.45,1.19,0,0.14
-60.6409,50.2861,122.5681,1.29,0.34,0,0,0.1,0
-63.4577,52.0714,122.1866,0.05,0,0,1.37,0,0.08
-68.4962,52.4285,116.6934,0,0,1.09,0.65,0,0.18
-66.7109,52.0714,120.737,1.33,0,0,0.41,0.05,0
-68.4962,49.2149,118.5245,0,0,0.5,1.18,0,0.09
-65.6397,48.4611,120.3555,1.32,0.28,0,0,0,0.12
-67.425,47.0329,118.2193,0.23,0,0,1.31,0,0.1
-63.18,45.6443,113.7179,0,0,1.41,0.28,0,0.21
-63.4577,46.7552,116.7697,0.85,0,0,0.83,0,0.19
-61.355,46.0014,113.1075,0,0,0.96,0.7,0,0.28
-59.9268,48.8579,116.7697,1.36,0,0,0,0,0.18
-61.7517,49.6117,113.489,0,0.97,0.66,0,0,0.26
-60.3235,52.4285,116.846,1.14,0.5,0,0,0,0.14
-64.2115,55.9594,117.2274,0.21,0,0,0.78,0,0.14
-67.068,51.0002,116.083,0,0,0.05,0.01,0,0.01
-66.0365,56.0388,116.9223,0,0,0,0,0,0
-67.068,52.0714,116.1593,0,0,0,0,0,0
-68.4962,50.6432,116.9986,0,0,0,0,0,0
-66.7109,46.3584,115.0912,0,0,0,0,0,0
-67.068,47.1122,115.0912,0,0,0,0,0,0
-62.7832,48.1834,113.6416,0,0,0,0,0,0
-60.9979,47.4296,114.3282,0,0,0,0,0,0
-64.8859,52.0714,113.489,0,0,0,0,0,0
-66.7109,54.5708,112.726,0,0,0,0,0,0
-68.8136,58.5382,102.884,0.25,0.06,0.16,0.98,0.32,0.75
-69.1707,53.9361,107.2328,0.85,0.56,0.09,0.08,0.34,0.78
-72.0272,53.579,106.6224,0.7,0.08,0.1,0.78,0.34,0.66
-70.5989,48.6198,101.5106,0.1,0.76,0.09,0.05,0.31,0.96
-68.8136,48.2231,99.7559,0.05,0.09,0.83,0.56,0.31,0.79
0.0198,0.0198,0.0381,0.98,0.06,0.08,0.32,0.31,0.8
-63.8544,47.1916,101.2818,0.08,0.76,0.48,0.06,0.3,0.84
-64.2115,46.7948,101.7395,0.05,0.06,0.14,0.87,0.28,0.84
-61.0773,49.3339,107.7668,0.94,0.48,0.06,0.09,0.28,0.74
-63.18,53.9361,102.9603,0.53,0.04,0.13,0.82,0.26,0.78
-65.3223,54.6899,105.1728,0.56,0.8,0.08,0.06,0.27,0.71
-66.3935,55.0469,100.5188,0.03,0.12,0.82,0.25,0.23,1
-68.9326,48.3024,104.5624,0.19,0.05,0.17,1.07,0.27,0.66
-65.3223,48.6595,107.8431,0.84,0.56,0.04,0.09,0.27,0.8
-64.2908,44.7715,105.7832,0.06,0.23,1.09,0.04,0.27,0.79
-62.5452,47.2313,108.7587,0.65,0.04,0.13,0.78,0.28,0.75
-61.7914,49.0166,105.1728,0.13,1,0.04,0.08,0.3,0.69
-61.474,49.0166,103.4943,0.03,0.09,0.82,0.53,0.28,0.84
-63.6164,53.3013,111.429,1.2,0.03,0.1,0.23,0.3,0.61
-61.474,52.9442,104.9439,0.08,0.85,0.43,0.05,0.3,0.78
-66.8299,53.9757,107.538,0.01,0.08,0.18,0.93,0.27,0.75
-65.0446,56.8322,111.5053,1.2,0.31,0.09,0.09,0.3,0.54
-67.5044,54.7295,104.1047,0.05,0.41,0.79,0.03,0.26,0.92
0.0198,0.0198,0.0381,0.39,0.06,0.12,1.09,0.25,0.5
-70.3609,52.9442,107.4617,0.65,0.71,0.05,0.05,0.25,0.72
-67.8614,49.0166,105.3254,0.04,0.08,1.04,0.34,0.22,0.71
-70.4005,48.7388,111.429,0.96,0.04,0.06,0.6,0.22,0.54
-65.0843,48.3421,111.3527,1.16,0.08,0.05,0.08,0.17,0.62
-64.0528,47.3106,108.6061,0.09,0.04,0.09,1.04,0.14,0.65
-60.1251,52.2698,107.2328,0.03,0.21,1.09,0.03,0.13,0.71
-61.5534,50.5241,110.132,0.74,0.03,0.08,0.79,0.12,0.52
-62.6246,53.698,107.3854,0.01,0.06,0.92,0.4,0.1,0.74
-66.8696,55.8404,115.7015,1.19,0.01,0.06,0.47,0.1,0.36
-65.8381,54.8089,110.7424,0.06,0.97,0.23,0.03,0.12,0.65
-68.5756,56.1181,107.9957,0.87,0.57,0.1,0.09,0.41,0.79
-69.6071,52.1904,109.1402,0.71,0.06,0.13,0.76,0.4,0.69
-69.6071,48.3024,103.5706,0.12,0.79,0.09,0.05,0.36,0.96
-66.7506,47.628,109.0639,1.02,0.06,0.09,0.18,0.35,0.8
-63.6164,47.985,102.2736,0.09,0.69,0.6,0.05,0.34,0.85
-61.7914,52.5872,109.5216,0.96,0.47,0.08,0.13,0.32,0.71
-61.7914,47.985,105.7832,0.08,0.36,0.87,0.05,0.31,0.88
-63.2197,52.2698,106.8513,0.53,0.05,0.17,0.82,0.28,0.74
-63.2197,52.9442,105.1728,0.54,0.83,0.08,0.1,0.31,0.71
-67.5044,55.404,110.9712,1.06,0.04,0.16,0.5,0.3,0.6
-69.6864,53.698,105.7069,0.13,0.79,0.22,0.05,0.32,0.88
-70.0435,53.698,110.8186,1.15,0.09,0.12,0.14,0.35,0.65
-67.9408,50.8415,106.5461,0.13,0.58,0.71,0.03,0.34,0.87
-65.4414,49.7704,111.429,0.76,0.63,0.05,0.14,0.36,0.74
-65.0843,47.3106,107.4617,0.08,0.18,1.11,0.16,0.35,0.72
-62.9816,51.1986,112.4208,1.18,0.03,0.14,0.21,0.35,0.58
-65.8381,51.1986,106.775,0.01,0.12,0.39,1.01,0.34,0.69
-64.4099,55.4833,113.3364,1.18,0.45,0.1,0.18,0.39,0.48
-65.4414,54.0551,110.132,0.09,0.44,0.94,0.03,0.36,0.82
-67.6234,54.8089,113.1075,0.78,0.78,0.06,0.12,0.39,0.58
-68.2979,52.3095,110.6661,0.05,0.19,1.13,0.3,0.31,0.7
-69.0517,51.9524,113.9467,0.98,0.05,0.17,0.72,0.35,0.44
-68.2979,48.7785,108.9876,0.16,1.02,0.16,0.06,0.34,0.7
-67.2663,48.4215,109.0639,0.03,0.13,0.75,0.91,0.31,0.49
-65.5207,50.5241,114.1756,1.27,0.1,0.09,0.14,0.32,0.54
-63.061,45.922,112.0394,0.1,0.7,0.91,0.03,0.3,0.56
-66.5919,45.565,111.429,0.13,0.08,0.25,1.19,0.27,0.49
-61.9104,47.747,114.7097,1.01,0.63,0.05,0.12,0.27,0.44
-60.2045,47.747,111.1238,0.06,0.3,1.28,0.03,0.25,0.54
-61.9898,52.3095,115.5489,0.7,0.04,0.13,0.93,0.22,0.45
-60.8789,49.453,113.7942,0.38,1.16,0.03,0.09,0.22,0.38
-61.236,51.635,113.1075,0.03,0.1,1.01,0.5,0.19,0.62
-64.0925,52.7062,115.7015,1.29,0.01,0.12,0.38,0.18,0.34
-64.4495,53.817,112.8786,0.1,1.05,0.39,0.05,0.19,0.52
-65.5207,51.9921,112.5734,0,0.1,0.57,1.01,0.16,0.47
-64.8463,53.4203,114.0993,0.1,0.63,0.92,0.01,0.17,0.58
-69.131,51.9921,116.3119,0.19,0.08,0.18,1.32,0.14,0.23
-61.355,57.467,112.726,0,0,0,0,0,0
-66.3142,57.1099,112.8023,0,0,0,0,0,0
-67.7424,55.6817,113.4127,0,0,0,0,0,0
-65.2033,47.4693,113.3364,0,0,0,0,0,0
-60.6409,54.2535,115.7015,0,0,0,0,0,0
-65.5207,54.5708,115.8541,0,0,0,0,0,0
-68.7343,52.7459,116.6171,0,0,0,0,0,0
0.0198,0.0198,0.0381,0,0,0,0,0,0
